response_id,ad_id,year,brand,respondent_age,respondent_gender,quality_profile,ad_likeability,memorability,emotional_impact,brand_recall,purchase_intent,completion_time,attention_check,open_feedback,timestamp,feedback_length,rating_variance,attention_passed,speeding_score,straightlining_score,average_rating,rating_range,word_count,lexical_diversity,text_quality_score,inconsistency_score,attention_score,overall_quality_score
R0472,AD_226,2002,Pepsi,18-24,Female,high_quality,4,5,3,4,3,94.865631409232,Pepsi,This Pepsi ad was well done. It held my attention and I'd consider the product.,2025-11-13 16:58:47.905937,79,0.7000000000000001,True,21.331003340824537,85.41666666666667,3.8,2,15.0,1.0,100.0,0.0,100,27.753467668914027
R0472,AD_157,2015,Doritos,25-34,Male,high_quality,5,4,3,4,4,87.80615976447245,Doritos,"Really enjoyed this Doritos ad. Creative and memorable, would definitely share with friends.",2025-10-29 16:58:47.906937,92,0.5,True,27.185194611016055,89.58333333333334,4.0,2,13.0,1.0,100.0,0.0,100,30.55139171663815
R0472,AD_212,2005,Pepsi,25-34,Male,high_quality,5,4,3,4,2,96.70381269225696,Pepsi,Loved the creativity in this Pepsi spot. It stood out and made me smile.,2025-11-08 16:58:47.906937,72,1.3,True,19.80665911768392,72.91666666666667,3.6,3,14.0,1.0,95.56962025316456,0.0,100,25.057240351338933
R0472,AD_016,2005,Bud Light,18-24,Other,high_quality,5,5,4,3,3,95.60595237902568,Bud Light,The Bud Light commercial was entertaining and the brand message came through clearly.,2025-11-14 16:58:47.906937,85,1.0,True,20.717079129977517,79.16666666666667,4.0,2,13.0,0.9230769230769231,100.0,0.0,100,26.006790405659924
R0473,AD_146,2016,Toyota,35-44,Other,straight_liner,5,5,5,5,5,64.85402482422703,Toyota,fine,2025-11-16 16:58:47.907937,4,0.0,True,46.21865699473235,100.0,5.0,0,1.0,1.0,6.377799415774099,0.0,100,57.590037215264886
R0473,AD_180,2008,Coca-Cola,55+,Female,straight_liner,1,1,1,1,1,51.97693047743827,Toyota,idk,2025-11-08 16:58:47.907937,3,0.0,False,56.89721441430409,100.0,1.0,0,1.0,1.0,5.744888023369036,0.0,0,70.92018671961742
R0473,AD_016,2005,Bud Light,18-24,Other,straight_liner,1,1,1,1,1,54.43375778110342,Toyota,whatever,2025-11-15 16:58:47.907937,8,0.0,False,54.85984707617454,100.0,1.0,0,1.0,1.0,8.909444985394353,0.0,0,69.67606512577349
R0474,AD_044,2017,NFL,18-24,Other,straight_liner,1,1,1,1,1,48.59050149648359,Toyota,nothing special,2025-11-03 16:58:47.908938,15,0.0,False,59.705470325657586,100.0,1.0,0,2.0,1.0,17.185978578383644,0.0,0,69.47444538202055
R0474,AD_209,2005,Pepsi,25-34,Male,straight_liner,5,5,5,5,5,49.83621658367433,Budweiser,whatever,2025-11-21 16:58:47.908938,8,0.0,False,58.6724391364196,100.0,5.0,0,1.0,1.0,8.909444985394353,0.0,0,70.819842743847
R0474,AD_137,2012,Coca-Cola,45-54,Other,straight_liner,1,1,1,1,1,45.88462665291287,Pepsi,good,2025-11-23 16:58:47.908938,4,0.0,False,61.94936472520824,100.0,1.0,0,1.0,1.0,6.377799415774099,0.0,0,72.30924953440766
R0474,AD_039,2004,Pepsi,55+,Other,straight_liner,5,5,5,5,5,73.38441418190791,Pepsi,whatever,2025-11-13 16:58:47.908938,8,0.0,True,39.14468128917923,100.0,5.0,0,1.0,1.0,8.909444985394353,0.0,100,54.9615153896749
R0474,AD_002,2006,Bud Light,45-54,Male,straight_liner,3,3,3,3,3,56.438721276018406,Budweiser,good,2025-11-17 16:58:47.908938,4,0.0,False,53.197195764628155,100.0,3.0,0,1.0,1.0,6.377799415774099,0.0,0,69.68359884623364
R0475,AD_124,2011,Doritos,45-54,Female,bot_like,3,3,3,3,3,40.25786281357938,,........,2025-11-24 16:58:47.909936,8,0.0,False,66.61545779920024,100.0,3.0,0,1.0,1.0,8.909444985394353,0.0,0,73.2027483426812
R0475,AD_031,2016,Hyundai,45-54,Male,bot_like,3,3,3,3,3,40.4295931328247,,,2025-11-15 16:58:47.909936,3,0.0,False,66.4730474055698,100.0,3.0,0,,0.0,,0.0,0,
R0475,AD_185,2007,Bud Light,18-24,Female,bot_like,3,3,3,3,3,59.655264552931534,,........,2025-11-02 16:58:47.909936,8,0.0,False,50.52982056723979,100.0,3.0,0,1.0,1.0,8.909444985394353,0.0,0,68.37705717309306
R0475,AD_179,2016,Budweiser,35-44,Male,bot_like,3,3,3,3,3,38.25666931698333,,This advertisement demonstrates acceptable marketing principles.,2025-11-09 16:58:47.909936,64,0.0,False,68.27498277320213,100.0,3.0,0,6.0,1.0,63.58325219084713,0.0,0,62.76584439379121
R0476,AD_164,2019,Kia,18-24,Male,high_quality,2,4,4,2,2,135.0617153245684,Kia,Loved the creativity in this Kia spot. It stood out and made me smile.,2025-11-14 16:58:47.910941,70,1.2,True,0.0,75.0,2.8,2,14.0,1.0,94.30379746835442,0.0,100,19.889240506329116
R0476,AD_212,2005,Pepsi,55+,Other,high_quality,5,3,2,4,2,118.34858238807637,Pepsi,The Pepsi commercial was entertaining and the brand message came through clearly.,2025-11-06 16:58:47.911936,81,1.7,True,1.857352402551139,64.58333333333334,3.2,3,12.0,0.9166666666666666,96.15384615384616,25.0,100,21.222269823329444
R0476,AD_221,2014,Budweiser,25-34,Other,high_quality,2,3,4,2,4,120.58833268234832,Budweiser,The Budweiser commercial was entertaining and the brand message came through clearly.,2025-11-07 16:58:47.911936,85,1.0,True,0.0,79.16666666666667,3.0,2,12.0,0.9166666666666666,96.15384615384616,50.0,100,28.060897435897434
R0477,AD_234,2016,Doritos,45-54,Other,bot_like,3,3,3,3,3,49.77564028088956,,Product positioning shows baseline competency.,2025-11-10 16:58:47.911936,46,0.0,False,58.722673103037515,100.0,3.0,0,5.0,1.0,48.344693281402144,0.0,0,62.94786327463082
R0477,AD_225,2012,Doritos,45-54,Male,bot_like,3,3,3,3,3,39.57239409941938,,This advertisement demonstrates acceptable marketing principles.,2025-10-28 16:58:47.912936,64,0.0,False,67.18389481040403,100.0,3.0,0,6.0,1.0,63.58325219084713,0.0,0,62.43851800495179
R0477,AD_079,2004,Budweiser,18-24,Female,bot_like,3,3,3,3,3,48.90215633301143,,test response,2025-11-23 16:58:47.912936,13,0.0,False,59.447025060186675,100.0,3.0,0,2.0,1.0,15.920155793573514,0.0,0,69.6500763593413
R0477,AD_122,2003,Budweiser,25-34,Other,bot_like,3,3,3,3,3,44.37729651028491,,Product positioning shows baseline competency.,2025-10-29 16:58:47.912936,46,0.0,False,63.19934480959878,100.0,3.0,0,5.0,1.0,48.344693281402144,0.0,0,64.2908647865992
R0478,AD_036,2001,Budweiser,55+,Male,high_quality,5,5,4,3,3,105.80352950923282,Budweiser,This Budweiser ad was well done. It held my attention and I'd consider the product.,2025-10-31 16:58:47.912936,83,1.0,True,12.260558583276357,79.16666666666667,4.0,2,15.0,1.0,100.0,0.0,100,23.469834241649576
R0478,AD_037,2018,Coca-Cola,45-54,Male,high_quality,4,5,4,4,2,97.27992058454473,Coca-Cola,Loved the creativity in this Coca-Cola spot. It stood out and made me smile.,2025-11-19 16:58:47.913937,76,1.2,True,19.32891149527891,75.0,3.8,3,14.0,1.0,98.10126582278481,0.0,100,24.928420284026707
R0478,AD_107,2018,Budweiser,25-34,Female,high_quality,2,3,4,2,3,99.11442651484036,Budweiser,"Really enjoyed this Budweiser ad. Creative and memorable, would definitely share with friends.",2025-10-28 16:58:47.913937,94,0.7000000000000001,True,17.807615123159675,85.41666666666667,2.8,2,13.0,1.0,100.0,0.0,100,26.696451203614572
R0479,AD_126,2005,Budweiser,55+,Male,high_quality,5,4,2,4,4,121.31328235434816,Budweiser,Loved the creativity in this Budweiser spot. It stood out and made me smile.,2025-10-28 16:58:47.913937,76,1.2000000000000002,True,0.0,75.0,3.8,3,14.0,1.0,98.10126582278481,25.0,100,22.879746835443036
R0479,AD_048,2013,Doritos,55+,Other,high_quality,5,5,4,4,3,116.0443312523752,Doritos,This Doritos ad was well done. It held my attention and I'd consider the product.,2025-11-06 16:58:47.914937,81,0.7,True,3.7681932645530902,85.41666666666667,4.2,2,15.0,1.0,100.0,0.0,100,22.484624646032596
R0479,AD_053,2019,Bud Light,35-44,Male,high_quality,5,5,3,2,3,90.56925423431504,Bud Light,Great execution by Bud Light. The ad was funny without being forced.,2025-11-14 16:58:47.914937,68,1.8,True,24.893849828000373,62.5,3.6,3,12.0,1.0,89.19182083739045,0.0,100,25.254790780922022
R0479,AD_114,2014,Bud Light,18-24,Female,high_quality,5,5,2,4,3,125.87800852060322,Bud Light,"Really enjoyed this Bud Light ad. Creative and memorable, would definitely share with friends.",2025-11-16 16:58:47.914937,94,1.7,True,0.0,64.58333333333334,3.8,3,14.0,1.0,100.0,25.0,100,19.895833333333336
R0480,AD_180,2008,Coca-Cola,45-54,Female,high_quality,5,5,3,4,3,125.7969946975844,Coca-Cola,"Really enjoyed this Coca-Cola ad. Creative and memorable, would definitely share with friends.",2025-11-10 16:58:47.915932,94,1.0,True,0.0,79.16666666666667,4.0,2,13.0,1.0,100.0,0.0,100,19.791666666666668
R0480,AD_167,2008,Pepsi,25-34,Male,high_quality,5,3,4,4,4,151.6039744389152,Pepsi,This Pepsi ad was well done. It held my attention and I'd consider the product.,2025-11-09 16:58:47.915932,79,0.5,True,0.0,89.58333333333334,4.0,2,15.0,1.0,100.0,0.0,100,22.395833333333336
R0480,AD_229,2001,Bud Light,35-44,Other,high_quality,5,2,4,4,2,96.72047077104942,Bud Light,"Really enjoyed this Bud Light ad. Creative and memorable, would definitely share with friends.",2025-10-27 16:58:47.915932,94,1.7999999999999998,True,19.792845112280645,62.500000000000014,3.4,3,14.0,1.0,100.0,25.0,100,25.312853533684198
R0480,AD_169,2011,Hyundai,25-34,Female,high_quality,4,2,4,3,4,95.27565003548662,Hyundai,This Hyundai ad was well done. It held my attention and I'd consider the product.,2025-11-10 16:58:47.915932,81,0.7999999999999999,True,20.99098816926172,83.33333333333334,3.4,2,15.0,1.0,100.0,0.0,100,27.13062978411185
R0480,AD_118,2014,Kia,55+,Female,high_quality,4,4,2,4,2,146.67976829954966,Kia,"Really enjoyed this Kia ad. Creative and memorable, would definitely share with friends.",2025-11-12 16:58:47.915932,88,1.2,True,0.0,75.0,3.2,2,13.0,1.0,100.0,25.0,100,22.5
R0481,AD_161,2011,Hyundai,35-44,Male,high_quality,4,2,3,2,4,153.86392801842487,Hyundai,This Hyundai ad was well done. It held my attention and I'd consider the product.,2025-11-26 16:58:47.917303,81,1.0,True,0.0,79.16666666666667,3.0,2,15.0,1.0,100.0,25.0,100,23.541666666666668
R0481,AD_219,2004,Budweiser,45-54,Male,high_quality,5,4,2,4,3,93.9584564345505,Budweiser,"Really enjoyed this Budweiser ad. Creative and memorable, would definitely share with friends.",2025-10-29 16:58:47.917303,94,1.3,True,22.08329417568595,72.91666666666667,3.6,3,13.0,1.0,100.0,25.0,100,28.60415491937245
R0481,AD_025,2019,Doritos,35-44,Male,high_quality,3,5,2,4,3,92.52770117759091,Doritos,Great execution by Doritos. The ad was funny without being forced.,2025-11-25 16:58:47.917303,66,1.2999999999999998,True,23.269773186659968,72.91666666666667,3.4,3,11.0,1.0,84.07984420642649,0.0,100,28.394129781379362
R0482,AD_216,2003,Budweiser,25-34,Other,high_quality,5,4,3,3,4,87.46419980605197,Budweiser,This Budweiser ad was well done. It held my attention and I'd consider the product.,2025-11-04 16:58:47.919315,83,0.7000000000000001,True,27.468770932882347,85.41666666666667,3.8,2,15.0,1.0,100.0,0.0,100,29.594797946531372
R0482,AD_172,2010,E-Trade,35-44,Male,high_quality,5,5,4,4,3,133.99586253834715,E-Trade,Great execution by E-Trade. The ad was funny without being forced.,2025-11-04 16:58:47.919315,66,0.7,True,0.0,85.41666666666667,4.2,2,11.0,1.0,84.07984420642649,0.0,100,24.53819782538137
R0482,AD_137,2012,Coca-Cola,45-54,Female,high_quality,3,5,2,3,3,93.85320687468877,Coca-Cola,This Coca-Cola ad was well done. It held my attention and I'd consider the product.,2025-11-26 16:58:47.919315,83,1.2,True,22.1705742280099,75.0,3.2,3,15.0,1.0,100.0,0.0,100,25.40117226840297
R0483,AD_226,2002,Pepsi,18-24,Other,high_quality,3,5,2,4,4,130.15451927091476,Pepsi,The Pepsi commercial was entertaining and the brand message came through clearly.,2025-11-24 16:58:47.919315,81,1.3000000000000005,True,0.0,72.91666666666666,3.6,3,12.0,0.9166666666666666,96.15384615384616,0.0,100,18.99839743589743
R0483,AD_188,2002,Budweiser,18-24,Male,high_quality,5,5,3,2,2,112.22795916453134,Budweiser,This Budweiser ad was well done. It held my attention and I'd consider the product.,2025-11-16 16:58:47.920319,83,2.3,True,6.932987074163909,52.08333333333335,3.4,3,15.0,1.0,100.0,0.0,100,15.10072945558251
R0483,AD_102,2014,Budweiser,35-44,Other,high_quality,4,4,4,3,3,103.89250870950283,Budweiser,This Budweiser ad was well done. It held my attention and I'd consider the product.,2025-11-17 16:58:47.920319,83,0.3,True,13.845306259292379,93.75,3.6,1,15.0,1.0,100.0,0.0,100,27.59109187778771
R0483,AD_116,2014,Toyota,55+,Female,high_quality,5,5,2,4,2,96.81405673730642,Toyota,Great execution by Toyota. The ad was funny without being forced.,2025-10-31 16:58:47.920319,65,2.3000000000000003,True,19.715237300500448,52.083333333333336,3.6,3,11.0,1.0,83.44693281402142,25.0,100,25.996017960679186
R0483,AD_005,2020,Toyota,25-34,Male,high_quality,5,5,4,4,3,140.03290848593727,Toyota,The Toyota commercial was entertaining and the brand message came through clearly.,2025-11-22 16:58:47.920319,82,0.7,True,0.0,85.41666666666667,4.2,2,12.0,0.9166666666666666,96.15384615384616,0.0,100,22.123397435897434
R0484,AD_191,2018,Toyota,45-54,Female,high_quality,5,5,4,2,2,135.11378448777072,Toyota,The Toyota commercial was entertaining and the brand message came through clearly.,2025-11-25 16:58:47.920319,82,2.3,True,0.0,52.08333333333335,3.6,3,12.0,0.9166666666666666,96.15384615384616,0.0,100,13.790064102564106
R0484,AD_149,2007,Budweiser,25-34,Male,high_quality,4,2,2,3,4,117.22111468951984,Budweiser,Loved the creativity in this Budweiser spot. It stood out and made me smile.,2025-11-12 16:58:47.921314,76,1.0,True,2.792324860895418,79.16666666666667,3.0,2,14.0,1.0,98.10126582278481,25.0,100,24.75911096037833
R0484,AD_048,2013,Doritos,45-54,Other,high_quality,5,5,2,4,4,137.95959582544984,Doritos,The Doritos commercial was entertaining and the brand message came through clearly.,2025-11-02 16:58:47.921314,83,1.5,True,0.0,68.75,4.0,3,12.0,0.9166666666666666,96.15384615384616,25.0,100,21.706730769230766
R0484,AD_240,2012,Budweiser,35-44,Male,high_quality,4,5,4,2,2,91.7551931496454,Budweiser,Loved the creativity in this Budweiser spot. It stood out and made me smile.,2025-10-30 16:58:47.921314,76,1.7999999999999998,True,23.91038908271058,62.500000000000014,3.4,3,14.0,1.0,98.10126582278481,0.0,100,23.177863560256213
R0484,AD_029,2011,Coca-Cola,25-34,Female,high_quality,3,2,4,2,3,150.83702039997618,Coca-Cola,Great execution by Coca-Cola. The ad was funny without being forced.,2025-11-22 16:58:47.921314,68,0.7000000000000001,True,0.0,85.41666666666667,2.8,2,11.0,1.0,85.34566699123661,0.0,100,24.285033268419348
R0485,AD_060,2016,Hyundai,25-34,Male,high_quality,5,5,4,4,2,129.83654745614297,Hyundai,Loved the creativity in this Hyundai spot. It stood out and made me smile.,2025-11-05 16:58:47.922320,74,1.5,True,0.0,68.75,4.0,3,14.0,1.0,96.83544303797468,0.0,100,17.820411392405063
R0485,AD_237,2001,NFL,18-24,Female,high_quality,2,2,4,4,4,137.07063025098302,NFL,Loved the creativity in this NFL spot. It stood out and made me smile.,2025-11-09 16:58:47.922320,70,1.2,True,0.0,75.0,3.2,2,14.0,1.0,94.30379746835442,50.0,100,27.389240506329116
R0485,AD_169,2011,Hyundai,55+,Female,high_quality,2,2,4,2,3,97.19812480924084,Hyundai,This Hyundai ad was well done. It held my attention and I'd consider the product.,2025-11-09 16:58:47.922320,81,0.8,True,19.396742083433196,83.33333333333334,2.6,2,15.0,1.0,100.0,0.0,100,26.652355958363295
R0485,AD_170,2008,Bud Light,25-34,Other,high_quality,5,5,4,4,3,116.05707612019722,Bud Light,Loved the creativity in this Bud Light spot. It stood out and made me smile.,2025-11-25 16:58:47.922320,76,0.7,True,3.7576243583094033,85.41666666666667,4.2,2,15.0,1.0,98.10126582278481,0.0,100,22.861200809602526
R0486,AD_239,2014,NFL,25-34,Male,straight_liner,3,3,3,3,3,72.045588367535,Budweiser,meh,2025-11-25 16:58:47.923316,3,0.0,False,40.254926189819514,100.0,3.0,0,1.0,1.0,5.744888023369036,0.0,0,65.92750025227205
R0486,AD_151,2010,Bud Light,55+,Male,straight_liner,1,1,1,1,1,69.41118196864291,Toyota,good,2025-11-08 16:58:47.923316,4,0.0,False,42.43955412213499,100.0,1.0,0,1.0,1.0,6.377799415774099,0.0,0,66.45630635348569
R0486,AD_191,2018,Toyota,18-24,Other,straight_liner,3,3,3,3,3,61.367476003004015,Toyota,idk,2025-11-14 16:58:47.923316,3,0.0,True,49.109939048036146,100.0,3.0,0,1.0,1.0,5.744888023369036,0.0,100,58.58400410973704
R0487,AD_208,2014,Bud Light,45-54,Female,high_quality,4,5,2,4,3,124.84373800127582,Bud Light,This Bud Light ad was well done. It held my attention and I'd consider the product.,2025-11-18 16:58:47.924316,83,1.3,True,0.0,72.91666666666667,3.6,3,16.0,1.0,100.0,25.0,100,21.979166666666668
R0487,AD_085,2015,Doritos,45-54,Female,high_quality,5,5,4,2,3,84.61823005698231,Doritos,This Doritos ad was well done. It held my attention and I'd consider the product.,2025-10-29 16:58:47.924316,81,1.7000000000000002,True,29.828841501704666,64.58333333333334,3.8,3,15.0,1.0,100.0,0.0,100,25.094485783844735
R0487,AD_057,2016,Pepsi,25-34,Female,high_quality,4,4,2,4,3,138.1762023115664,Pepsi,Loved the creativity in this Pepsi spot. It stood out and made me smile.,2025-10-29 16:58:47.924316,72,0.7999999999999999,True,0.0,83.33333333333334,3.4,2,14.0,1.0,95.56962025316456,25.0,100,25.469409282700425
R0487,AD_053,2019,Bud Light,18-24,Female,high_quality,5,5,3,2,2,90.29795215472956,Bud Light,Great execution by Bud Light. The ad was funny without being forced.,2025-11-13 16:58:47.924316,68,2.3,True,25.118831858641876,52.08333333333335,3.4,3,12.0,1.0,89.19182083739045,0.0,100,22.71811872344781
R0488,AD_046,2007,E-Trade,25-34,Female,high_quality,5,2,4,4,3,131.72182229240224,E-Trade,The E-Trade commercial was entertaining and the brand message came through clearly.,2025-10-27 16:58:47.925315,83,1.3000000000000005,True,0.0,72.91666666666666,3.6,3,12.0,0.9166666666666666,96.15384615384616,25.0,100,22.74839743589743
R0488,AD_008,2020,Hyundai,45-54,Female,high_quality,5,5,4,4,3,136.71121647703083,Hyundai,Great execution by Hyundai. The ad was funny without being forced.,2025-10-27 16:58:47.925315,66,0.7,True,0.0,85.41666666666667,4.2,2,11.0,1.0,84.07984420642649,0.0,100,24.53819782538137
R0488,AD_003,2018,Hyundai,35-44,Female,high_quality,3,5,4,3,2,111.7677775600239,Hyundai,This Hyundai ad was well done. It held my attention and I'd consider the product.,2025-11-20 16:58:47.925315,81,1.2999999999999998,True,7.314600779462946,72.91666666666667,3.4,3,15.0,1.0,100.0,0.0,100,20.423546900505553
R0488,AD_005,2020,Toyota,25-34,Other,high_quality,5,5,2,4,4,91.8588872393488,Toyota,This Toyota ad was well done. It held my attention and I'd consider the product.,2025-11-15 16:58:47.926314,80,1.5,True,23.824398931427407,68.75,4.0,3,15.0,1.0,100.0,25.0,100,28.08481967942822
R0488,AD_069,2016,Coca-Cola,55+,Female,high_quality,5,5,3,4,4,146.67503609502273,Coca-Cola,Loved the creativity in this Coca-Cola spot. It stood out and made me smile.,2025-11-20 16:58:47.926314,76,0.7,True,0.0,85.41666666666667,4.2,2,14.0,1.0,98.10126582278481,0.0,100,21.733913502109704
R0489,AD_213,2015,Budweiser,18-24,Other,high_quality,4,5,4,3,3,95.55537508791843,Budweiser,This Budweiser ad was well done. It held my attention and I'd consider the product.,2025-11-13 16:58:47.927315,83,0.7,True,20.759021239949696,85.41666666666667,3.8,2,15.0,1.0,100.0,0.0,100,27.581873038651576
R0489,AD_132,2016,Doritos,25-34,Female,high_quality,5,5,4,2,4,108.2592623571651,Doritos,Great execution by Doritos. The ad was funny without being forced.,2025-10-28 16:58:47.928315,66,1.5,True,10.22409884185085,68.75,4.0,3,11.0,1.0,84.07984420642649,25.0,100,27.188760811269958
R0489,AD_207,2006,Budweiser,25-34,Female,high_quality,5,2,4,2,3,151.49706205263558,Budweiser,This Budweiser ad was well done. It held my attention and I'd consider the product.,2025-11-05 16:58:47.928315,83,1.7,True,0.0,64.58333333333334,3.2,3,15.0,1.0,100.0,0.0,100,16.145833333333336
R0489,AD_155,2001,E-Trade,55+,Male,high_quality,4,3,4,2,2,78.95635967543183,E-Trade,Great execution by E-Trade. The ad was funny without being forced.,2025-11-16 16:58:47.928315,66,1.0,True,34.52404729451125,79.16666666666667,3.0,2,11.0,1.0,84.07984420642649,0.0,100,33.33291201373474
R0490,AD_216,2003,Budweiser,25-34,Female,high_quality,5,3,4,4,4,140.93244662824287,Budweiser,"Really enjoyed this Budweiser ad. Creative and memorable, would definitely share with friends.",2025-11-05 16:58:47.929315,94,0.5,True,0.0,89.58333333333334,4.0,2,13.0,1.0,100.0,0.0,100,22.395833333333336
R0490,AD_224,2003,NFL,18-24,Male,high_quality,2,2,2,4,3,99.27468419901344,NFL,"Really enjoyed this NFL ad. Creative and memorable, would definitely share with friends.",2025-11-16 16:58:47.929315,88,0.8,True,17.674718614344663,83.33333333333334,2.6,2,13.0,1.0,100.0,25.0,100,29.885748917636732
R0490,AD_067,2014,Coca-Cola,35-44,Male,high_quality,5,4,2,2,3,157.98381491199962,Coca-Cola,"Really enjoyed this Coca-Cola ad. Creative and memorable, would definitely share with friends.",2025-11-15 16:58:47.929315,94,1.7,True,0.0,64.58333333333334,3.2,3,13.0,1.0,100.0,25.0,100,19.895833333333336
R0490,AD_236,2007,Doritos,35-44,Other,high_quality,5,5,3,3,3,123.62623628243868,Doritos,The Doritos commercial was entertaining and the brand message came through clearly.,2025-11-17 16:58:47.929315,83,1.2,True,0.0,75.0,3.8,2,12.0,0.9166666666666666,96.15384615384616,0.0,100,19.519230769230766
R0491,AD_070,2015,Budweiser,55+,Male,high_quality,5,5,2,2,3,102.52447083885052,Budweiser,"Really enjoyed this Budweiser ad. Creative and memorable, would definitely share with friends.",2025-11-09 16:58:47.929315,94,2.3,True,14.979775772405207,52.08333333333335,3.4,3,13.0,1.0,100.0,25.0,100,21.2647660650549
R0491,AD_145,2008,Bud Light,45-54,Male,high_quality,5,5,4,4,4,176.49576462477253,Bud Light,Great execution by Bud Light. The ad was funny without being forced.,2025-11-04 16:58:47.929315,68,0.3,True,0.0,93.75,4.4,1,12.0,1.0,89.19182083739045,0.0,100,25.59913583252191
R0491,AD_073,2003,Bud Light,25-34,Male,high_quality,5,5,4,2,3,180.22762813451783,Bud Light,"Really enjoyed this Bud Light ad. Creative and memorable, would definitely share with friends.",2025-11-02 16:58:47.929315,94,1.7000000000000002,True,0.0,64.58333333333334,3.8,3,14.0,1.0,100.0,0.0,100,16.145833333333336
R0491,AD_207,2006,Budweiser,45-54,Female,high_quality,5,3,3,2,2,83.57653563611052,Budweiser,This Budweiser ad was well done. It held my attention and I'd consider the product.,2025-11-04 16:58:47.929315,83,1.5,True,30.69268495794998,68.75,3.0,3,15.0,1.0,100.0,0.0,100,26.395305487384995
R0492,AD_193,2013,Budweiser,55+,Other,high_quality,2,5,3,2,3,174.87157824277438,Budweiser,This Budweiser ad was well done. It held my attention and I'd consider the product.,2025-11-15 16:58:47.931559,83,1.5,True,0.0,68.75,3.0,3,15.0,1.0,100.0,0.0,100,17.1875
R0492,AD_097,2003,Bud Light,18-24,Female,high_quality,5,5,2,2,2,130.060306332231,Bud Light,This Bud Light ad was well done. It held my attention and I'd consider the product.,2025-11-17 16:58:47.931559,83,2.7,True,0.0,43.75,3.2,3,16.0,1.0,100.0,25.0,100,14.6875
R0492,AD_008,2020,Hyundai,25-34,Male,high_quality,5,5,4,4,2,124.1836481336072,Hyundai,Loved the creativity in this Hyundai spot. It stood out and made me smile.,2025-11-17 16:58:47.931559,74,1.5,True,0.0,68.75,4.0,3,14.0,1.0,96.83544303797468,0.0,100,17.820411392405063
R0492,AD_227,2002,Bud Light,18-24,Female,high_quality,5,5,4,4,3,164.7579958417328,Bud Light,"Really enjoyed this Bud Light ad. Creative and memorable, would definitely share with friends.",2025-11-07 16:58:47.932561,94,0.7,True,0.0,85.41666666666667,4.2,2,14.0,1.0,100.0,0.0,100,21.354166666666668
R0493,AD_222,2003,Pepsi,25-34,Female,high_quality,5,5,3,4,2,140.61662114545967,Pepsi,This Pepsi ad was well done. It held my attention and I'd consider the product.,2025-11-18 16:58:47.932561,79,1.7000000000000002,True,0.0,64.58333333333334,3.8,3,15.0,1.0,100.0,0.0,100,16.145833333333336
R0493,AD_080,2015,Budweiser,18-24,Female,high_quality,3,5,4,2,2,155.46824685267225,Budweiser,The Budweiser commercial was entertaining and the brand message came through clearly.,2025-11-04 16:58:47.932561,85,1.7,True,0.0,64.58333333333334,3.2,3,12.0,0.9166666666666666,96.15384615384616,0.0,100,16.915064102564102
R0493,AD_089,2012,Bud Light,45-54,Female,high_quality,5,5,3,2,3,134.07703949274108,Bud Light,Great execution by Bud Light. The ad was funny without being forced.,2025-11-05 16:58:47.932561,68,1.8,True,0.0,62.5,3.6,3,12.0,1.0,89.19182083739045,0.0,100,17.78663583252191
R0493,AD_177,2011,Pepsi,55+,Male,high_quality,5,5,2,4,2,85.12077030906546,Pepsi,This Pepsi ad was well done. It held my attention and I'd consider the product.,2025-11-26 16:58:47.932561,79,2.3000000000000003,True,29.412101141418788,52.083333333333336,3.6,3,15.0,1.0,100.0,25.0,100,25.59446367575897
R0493,AD_119,2014,Hyundai,25-34,Female,high_quality,5,5,3,4,3,104.60562514134875,Hyundai,"Really enjoyed this Hyundai ad. Creative and memorable, would definitely share with friends.",2025-11-04 16:58:47.932561,92,1.0,True,13.253941890962984,79.16666666666667,4.0,2,13.0,1.0,100.0,0.0,100,23.767849233955562
R0494,AD_188,2002,Budweiser,45-54,Female,straight_liner,3,3,3,3,3,53.10851067979397,Toyota,whatever,2025-11-01 16:58:47.933559,8,0.0,False,55.95883158970987,100.0,3.0,0,1.0,1.0,8.909444985394353,0.0,0,70.0057604798341
R0494,AD_076,2001,Pepsi,35-44,Male,straight_liner,3,3,3,3,3,57.73542666596063,Toyota,fine,2025-11-09 16:58:47.933559,4,0.0,False,52.12187996823351,100.0,3.0,0,1.0,1.0,6.377799415774099,0.0,0,69.36100410731524
R0494,AD_056,2011,Bud Light,35-44,Female,straight_liner,1,1,1,1,1,50.78710298735583,Pepsi,idk,2025-11-24 16:58:47.933559,3,0.0,False,57.88389982873523,100.0,1.0,0,1.0,1.0,5.744888023369036,0.0,0,71.21619234394676
R0494,AD_017,2009,Pepsi,35-44,Other,straight_liner,1,1,1,1,1,69.16425518681613,Budweiser,whatever,2025-11-22 16:58:47.933559,8,0.0,False,42.644322507545226,100.0,1.0,0,1.0,1.0,8.909444985394353,0.0,0,66.01140775518469
R0494,AD_037,2018,Coca-Cola,18-24,Male,straight_liner,1,1,1,1,1,69.18679962204322,Budweiser,fine,2025-11-24 16:58:47.933559,4,0.0,False,42.625627137333524,100.0,1.0,0,1.0,1.0,6.377799415774099,0.0,0,66.51212825804524
