response_id,ad_id,year,brand,respondent_age,respondent_gender,quality_profile,ad_likeability,memorability,emotional_impact,brand_recall,purchase_intent,completion_time,attention_check,open_feedback,timestamp,feedback_length,rating_variance,attention_passed
R0333,AD_206,2009,Doritos,25-34,Other,high_quality,5,5,3,2,3,119.06387940289227,Doritos,Great execution by Doritos. The ad was funny without being forced.,2025-11-21 16:58:47.792969,66,1.8,True
R0333,AD_174,2001,Pepsi,45-54,Male,high_quality,5,5,3,4,2,96.76882713206773,Pepsi,"Really enjoyed this Pepsi ad. Creative and memorable, would definitely share with friends.",2025-11-20 16:58:47.792969,90,1.7000000000000002,True
R0333,AD_123,2013,Bud Light,25-34,Female,high_quality,5,5,3,4,4,83.46414914415062,Bud Light,Loved the creativity in this Bud Light spot. It stood out and made me smile.,2025-10-29 16:58:47.792969,76,0.7,True
R0333,AD_019,2020,Doritos,25-34,Female,high_quality,5,5,4,4,3,84.34250362633297,Doritos,"Really enjoyed this Doritos ad. Creative and memorable, would definitely share with friends.",2025-11-13 16:58:47.792969,92,0.7,True
R0334,AD_020,2007,Bud Light,25-34,Female,high_quality,5,5,3,4,4,140.4806944903684,Bud Light,Great execution by Bud Light. The ad was funny without being forced.,2025-11-22 16:58:47.792969,68,0.7,True
R0334,AD_145,2008,Bud Light,18-24,Male,high_quality,5,5,2,2,3,100.33975125985948,Bud Light,This Bud Light ad was well done. It held my attention and I'd consider the product.,2025-11-26 16:58:47.792969,83,2.3,True
R0334,AD_031,2016,Hyundai,25-34,Male,high_quality,5,4,3,3,4,113.32695865923068,Hyundai,"Really enjoyed this Hyundai ad. Creative and memorable, would definitely share with friends.",2025-11-13 16:58:47.792969,92,0.7000000000000001,True
R0334,AD_132,2016,Doritos,35-44,Female,high_quality,5,5,2,3,2,103.91915525905928,Doritos,This Doritos ad was well done. It held my attention and I'd consider the product.,2025-11-22 16:58:47.793974,81,2.3,True
R0335,AD_163,2000,Bud Light,25-34,Female,high_quality,5,2,3,4,2,119.79892231740976,Bud Light,Great execution by Bud Light. The ad was funny without being forced.,2025-11-20 16:58:47.793974,68,1.7,True
R0335,AD_186,2007,Budweiser,18-24,Other,high_quality,4,4,4,4,2,116.71380948677451,Budweiser,The Budweiser commercial was entertaining and the brand message came through clearly.,2025-10-30 16:58:47.793974,85,0.8,True
R0335,AD_212,2005,Pepsi,25-34,Male,high_quality,5,2,2,4,3,137.1015716410765,Pepsi,"Really enjoyed this Pepsi ad. Creative and memorable, would definitely share with friends.",2025-11-18 16:58:47.793974,90,1.7,True
R0335,AD_214,2019,Bud Light,25-34,Female,high_quality,5,5,2,4,2,161.66244583677516,Bud Light,"Really enjoyed this Bud Light ad. Creative and memorable, would definitely share with friends.",2025-10-30 16:58:47.793974,94,2.3000000000000003,True
R0335,AD_231,2015,Toyota,45-54,Other,high_quality,3,5,4,4,4,103.5441261769727,Toyota,The Toyota commercial was entertaining and the brand message came through clearly.,2025-11-19 16:58:47.793974,82,0.5,True
R0336,AD_155,2001,E-Trade,18-24,Other,speeder,4,1,3,1,3,34.66936542559798,Nike,didnt watch closely,2025-10-27 16:58:47.794972,19,1.7999999999999998,False
R0336,AD_151,2010,Bud Light,45-54,Male,speeder,3,1,2,1,1,33.318441248003694,Toyota,fast,2025-11-03 16:58:47.794972,4,0.8,False
R0336,AD_116,2014,Toyota,35-44,Female,speeder,3,5,1,4,2,32.78951291602549,Nike,boring,2025-11-15 16:58:47.794972,6,2.5,False
R0336,AD_027,2013,Hyundai,18-24,Male,speeder,1,5,2,3,3,33.01707864909187,Apple,didnt watch closely,2025-11-03 16:58:47.794972,19,2.1999999999999997,False
R0337,AD_205,2012,Bud Light,35-44,Male,inconsistent,2,1,2,4,4,121.73172381730994,Wrong Brand,Hated this Bud Light ad but would buy the product anyway,2025-11-25 16:58:47.795975,56,1.8000000000000003,False
R0337,AD_130,2012,Doritos,25-34,Male,inconsistent,2,1,1,5,5,125.19368736520269,Doritos,Worst commercial ever but very memorable somehow,2025-11-09 16:58:47.795975,48,4.2,True
R0337,AD_225,2012,Doritos,18-24,Male,inconsistent,1,2,2,5,5,133.246167966875,Wrong Brand,Hated this Doritos ad but would buy the product anyway,2025-10-28 16:58:47.795975,54,3.5,False
R0337,AD_039,2004,Pepsi,45-54,Female,inconsistent,1,1,2,4,5,116.1675457959064,Wrong Brand,Hated this Pepsi ad but would buy the product anyway,2025-11-01 16:58:47.795975,52,3.3000000000000003,False
R0337,AD_158,2010,Kia,25-34,Other,inconsistent,2,2,1,4,5,148.34843994400055,Kia,Terrible execution but made me want to purchase,2025-11-09 16:58:47.795975,47,2.7,True
R0338,AD_228,2000,Budweiser,35-44,Male,high_quality,5,5,2,2,2,124.64184505498295,Budweiser,This Budweiser ad was well done. It held my attention and I'd consider the product.,2025-11-20 16:58:47.795975,83,2.7,True
R0338,AD_232,2000,Budweiser,18-24,Other,high_quality,5,3,4,4,4,139.56677836824676,Budweiser,This Budweiser ad was well done. It held my attention and I'd consider the product.,2025-11-18 16:58:47.795975,83,0.5,True
R0338,AD_130,2012,Doritos,25-34,Female,high_quality,5,4,3,4,2,106.27623157034996,Doritos,The Doritos commercial was entertaining and the brand message came through clearly.,2025-11-19 16:58:47.795975,83,1.3,True
R0338,AD_077,2014,Doritos,25-34,Female,high_quality,5,5,2,4,2,90.80836096465325,Doritos,Loved the creativity in this Doritos spot. It stood out and made me smile.,2025-10-28 16:58:47.795975,74,2.3000000000000003,True
R0339,AD_094,2019,Toyota,18-24,Other,high_quality,2,5,2,4,2,118.84159592734918,Toyota,"Really enjoyed this Toyota ad. Creative and memorable, would definitely share with friends.",2025-11-06 16:58:47.796965,91,2.0,True
R0339,AD_110,2002,Budweiser,55+,Female,high_quality,5,3,2,4,4,110.80801934872507,Budweiser,Loved the creativity in this Budweiser spot. It stood out and made me smile.,2025-11-03 16:58:47.796965,76,1.3000000000000003,True
R0339,AD_067,2014,Coca-Cola,55+,Female,high_quality,5,3,2,4,2,91.55325756453041,Coca-Cola,Loved the creativity in this Coca-Cola spot. It stood out and made me smile.,2025-11-19 16:58:47.796965,76,1.7,True
R0340,AD_046,2007,E-Trade,25-34,Female,high_quality,5,2,4,4,4,123.7095316291584,E-Trade,This E-Trade ad was well done. It held my attention and I'd consider the product.,2025-11-23 16:58:47.796965,81,1.2000000000000002,True
R0340,AD_071,2016,Hyundai,45-54,Other,high_quality,5,3,4,4,4,146.32192786309304,Hyundai,This Hyundai ad was well done. It held my attention and I'd consider the product.,2025-11-09 16:58:47.797977,81,0.5,True
R0340,AD_109,2004,Bud Light,45-54,Male,high_quality,5,3,3,2,4,116.0970033467501,Bud Light,Great execution by Bud Light. The ad was funny without being forced.,2025-11-22 16:58:47.797977,68,1.2999999999999998,True
R0340,AD_190,2003,Bud Light,45-54,Female,high_quality,5,5,2,3,2,120.55815397057634,Bud Light,Great execution by Bud Light. The ad was funny without being forced.,2025-11-21 16:58:47.797977,68,2.3,True
R0340,AD_238,2001,Pepsi,25-34,Male,high_quality,5,4,4,4,3,97.39532249891583,Pepsi,The Pepsi commercial was entertaining and the brand message came through clearly.,2025-11-06 16:58:47.797977,81,0.5,True
R0341,AD_184,2004,Bud Light,25-34,Male,high_quality,5,5,3,4,4,81.5305726502759,Bud Light,The Bud Light commercial was entertaining and the brand message came through clearly.,2025-11-24 16:58:47.797977,85,0.7,True
R0341,AD_015,2017,NFL,45-54,Male,high_quality,3,5,4,3,2,72.16422891767533,NFL,This NFL ad was well done. It held my attention and I'd consider the product.,2025-11-22 16:58:47.797977,77,1.2999999999999998,True
R0341,AD_189,2010,E-Trade,18-24,Other,high_quality,5,2,3,3,2,114.55529521121954,E-Trade,"Really enjoyed this E-Trade ad. Creative and memorable, would definitely share with friends.",2025-10-31 16:58:47.797977,92,1.5,True
R0341,AD_139,2010,Doritos,18-24,Male,high_quality,5,5,2,2,3,108.80219147524019,Doritos,The Doritos commercial was entertaining and the brand message came through clearly.,2025-10-27 16:58:47.798976,83,2.3,True
R0342,AD_155,2001,E-Trade,18-24,Male,high_quality,4,4,3,4,2,136.43767934017347,E-Trade,The E-Trade commercial was entertaining and the brand message came through clearly.,2025-11-22 16:58:47.798976,83,0.8,True
R0342,AD_020,2007,Bud Light,55+,Female,high_quality,5,5,2,3,3,109.170482137209,Bud Light,Great execution by Bud Light. The ad was funny without being forced.,2025-11-22 16:58:47.798976,68,1.8000000000000003,True
R0342,AD_139,2010,Doritos,55+,Other,high_quality,5,5,3,4,4,81.25700597099987,Doritos,"Really enjoyed this Doritos ad. Creative and memorable, would definitely share with friends.",2025-11-26 16:58:47.798976,92,0.7,True
R0342,AD_128,2008,Bud Light,18-24,Other,high_quality,5,3,2,4,3,143.12822198332572,Bud Light,The Bud Light commercial was entertaining and the brand message came through clearly.,2025-11-26 16:58:47.798976,85,1.2999999999999998,True
R0342,AD_028,2019,NFL,18-24,Male,high_quality,5,5,3,4,3,152.98115308397234,NFL,The NFL commercial was entertaining and the brand message came through clearly.,2025-11-15 16:58:47.798976,79,1.0,True
R0343,AD_107,2018,Budweiser,45-54,Other,high_quality,4,2,4,3,2,94.40491177712268,Budweiser,"Really enjoyed this Budweiser ad. Creative and memorable, would definitely share with friends.",2025-11-19 16:58:47.799973,94,1.0,True
R0343,AD_049,2013,Budweiser,35-44,Female,high_quality,2,5,4,3,2,122.61214622551617,Budweiser,Loved the creativity in this Budweiser spot. It stood out and made me smile.,2025-10-28 16:58:47.799973,76,1.7,True
R0343,AD_014,2020,NFL,18-24,Male,high_quality,4,2,4,4,2,161.37077396004278,NFL,Great execution by NFL. The ad was funny without being forced.,2025-11-10 16:58:47.799973,62,1.2,True
R0343,AD_229,2001,Bud Light,25-34,Other,high_quality,5,3,2,4,4,87.87798347781447,Bud Light,Loved the creativity in this Bud Light spot. It stood out and made me smile.,2025-11-07 16:58:47.799973,76,1.3000000000000003,True
R0343,AD_085,2015,Doritos,35-44,Male,high_quality,5,5,4,3,3,112.70183966349465,Doritos,Loved the creativity in this Doritos spot. It stood out and made me smile.,2025-10-28 16:58:47.799973,74,1.0,True
R0344,AD_139,2010,Doritos,18-24,Male,speeder,2,2,3,2,4,41.59294946734401,Nike,fast,2025-11-01 16:58:47.800973,4,0.8,False
R0344,AD_092,2010,Doritos,45-54,Male,speeder,1,5,4,3,2,41.1398296920516,Toyota,didnt watch closely,2025-11-22 16:58:47.800973,19,2.5,False
R0344,AD_203,2006,Pepsi,45-54,Female,speeder,3,4,4,4,4,30.273702053842225,Apple,fast,2025-11-16 16:58:47.800973,4,0.20000000000000004,False
R0344,AD_167,2008,Pepsi,25-34,Female,speeder,4,5,4,5,5,29.487982991624897,Nike,skipped,2025-11-09 16:58:47.800973,7,0.30000000000000004,False
R0345,AD_015,2017,NFL,55+,Other,high_quality,3,5,4,4,4,91.69616346031302,NFL,The NFL commercial was entertaining and the brand message came through clearly.,2025-11-04 16:58:47.801987,79,0.5,True
R0345,AD_213,2015,Budweiser,35-44,Male,high_quality,2,5,4,2,3,84.15490500831581,Budweiser,This Budweiser ad was well done. It held my attention and I'd consider the product.,2025-11-11 16:58:47.801987,83,1.7,True
R0345,AD_098,2019,Coca-Cola,18-24,Male,high_quality,3,5,4,3,2,167.13754474243288,Coca-Cola,Loved the creativity in this Coca-Cola spot. It stood out and made me smile.,2025-11-12 16:58:47.802985,76,1.2999999999999998,True
R0346,AD_212,2005,Pepsi,55+,Female,high_quality,5,2,2,4,2,154.00932106763483,Pepsi,"Really enjoyed this Pepsi ad. Creative and memorable, would definitely share with friends.",2025-11-03 16:58:47.802985,90,2.0,True
R0346,AD_037,2018,Coca-Cola,25-34,Female,high_quality,4,5,2,4,4,91.05464218448934,Coca-Cola,Great execution by Coca-Cola. The ad was funny without being forced.,2025-11-15 16:58:47.802985,68,1.2000000000000002,True
R0346,AD_063,2015,Doritos,18-24,Other,high_quality,5,4,2,3,4,111.1512226046034,Doritos,The Doritos commercial was entertaining and the brand message came through clearly.,2025-11-26 16:58:47.802985,83,1.3,True
R0347,AD_162,2008,Coca-Cola,18-24,Male,high_quality,5,5,4,4,2,89.17007783283597,Coca-Cola,"Really enjoyed this Coca-Cola ad. Creative and memorable, would definitely share with friends.",2025-11-08 16:58:47.803979,94,1.5,True
R0347,AD_230,2013,Hyundai,45-54,Male,high_quality,2,5,3,4,2,158.41227031505645,Hyundai,This Hyundai ad was well done. It held my attention and I'd consider the product.,2025-11-04 16:58:47.803979,81,1.7,True
R0347,AD_026,2019,Pepsi,45-54,Female,high_quality,5,5,4,4,3,149.53224956563292,Pepsi,Great execution by Pepsi. The ad was funny without being forced.,2025-11-01 16:58:47.803979,64,0.7,True
R0348,AD_107,2018,Budweiser,35-44,Male,high_quality,2,2,4,4,2,122.78878758252023,Budweiser,This Budweiser ad was well done. It held my attention and I'd consider the product.,2025-11-02 16:58:47.804979,83,1.2,True
R0348,AD_006,2020,Coca-Cola,25-34,Male,high_quality,5,3,3,4,4,73.50778519792962,Coca-Cola,Great execution by Coca-Cola. The ad was funny without being forced.,2025-11-09 16:58:47.804979,68,0.7000000000000001,True
R0348,AD_160,2012,Coca-Cola,35-44,Other,high_quality,4,5,3,4,2,137.03763985619966,Coca-Cola,Great execution by Coca-Cola. The ad was funny without being forced.,2025-10-28 16:58:47.804979,68,1.3,True
R0348,AD_060,2016,Hyundai,18-24,Other,high_quality,5,5,3,4,2,90.8375608427464,Hyundai,The Hyundai commercial was entertaining and the brand message came through clearly.,2025-11-14 16:58:47.804979,83,1.7000000000000002,True
R0348,AD_023,2009,Budweiser,25-34,Female,high_quality,2,5,4,4,4,136.05949216749747,Budweiser,This Budweiser ad was well done. It held my attention and I'd consider the product.,2025-10-31 16:58:47.804979,83,1.2000000000000002,True
R0349,AD_226,2002,Pepsi,45-54,Female,straight_liner,3,3,3,3,3,69.49676506797073,Toyota,idk,2025-11-14 16:58:47.805986,3,0.0,False
R0349,AD_000,2018,Toyota,25-34,Male,straight_liner,3,3,3,3,3,69.81761039356962,Toyota,nothing special,2025-11-20 16:58:47.805986,15,0.0,True
R0349,AD_014,2020,NFL,18-24,Male,straight_liner,3,3,3,3,3,53.097586805016,Toyota,whatever,2025-10-30 16:58:47.805986,8,0.0,False
R0350,AD_083,2000,Budweiser,35-44,Male,high_quality,5,4,2,2,2,79.73696092936187,Budweiser,This Budweiser ad was well done. It held my attention and I'd consider the product.,2025-11-26 16:58:47.806988,83,2.0,True
R0350,AD_221,2014,Budweiser,35-44,Male,high_quality,4,2,4,4,2,126.51416350260085,Budweiser,The Budweiser commercial was entertaining and the brand message came through clearly.,2025-11-18 16:58:47.806988,85,1.2,True
R0350,AD_060,2016,Hyundai,55+,Other,high_quality,5,5,2,4,4,127.30455468797865,Hyundai,Great execution by Hyundai. The ad was funny without being forced.,2025-11-25 16:58:47.806988,66,1.5,True
R0350,AD_218,2013,Pepsi,18-24,Female,high_quality,5,2,3,3,3,113.81199578854742,Pepsi,This Pepsi ad was well done. It held my attention and I'd consider the product.,2025-11-20 16:58:47.806988,79,1.2,True
R0351,AD_055,2007,Bud Light,35-44,Male,high_quality,5,5,4,4,2,129.5703353415376,Bud Light,Loved the creativity in this Bud Light spot. It stood out and made me smile.,2025-11-13 16:58:47.806988,76,1.5,True
R0351,AD_204,2015,Pepsi,55+,Male,high_quality,4,5,2,2,4,173.7901673973474,Pepsi,Great execution by Pepsi. The ad was funny without being forced.,2025-11-11 16:58:47.806988,64,1.7999999999999998,True
R0351,AD_216,2003,Budweiser,18-24,Female,high_quality,5,2,2,4,3,124.22428719250793,Budweiser,"Really enjoyed this Budweiser ad. Creative and memorable, would definitely share with friends.",2025-10-29 16:58:47.806988,94,1.7,True
R0351,AD_111,2006,Budweiser,25-34,Male,high_quality,5,5,4,4,2,118.33144690595502,Budweiser,The Budweiser commercial was entertaining and the brand message came through clearly.,2025-10-27 16:58:47.806988,85,1.5,True
R0352,AD_016,2005,Bud Light,55+,Other,high_quality,5,5,4,3,3,145.40748826271673,Bud Light,The Bud Light commercial was entertaining and the brand message came through clearly.,2025-11-16 16:58:47.808362,85,1.0,True
R0352,AD_060,2016,Hyundai,55+,Female,high_quality,5,5,2,4,4,125.02893477562145,Hyundai,Great execution by Hyundai. The ad was funny without being forced.,2025-11-19 16:58:47.808362,66,1.5,True
R0352,AD_207,2006,Budweiser,55+,Other,high_quality,5,2,2,4,4,92.10734477439804,Budweiser,Great execution by Budweiser. The ad was funny without being forced.,2025-11-23 16:58:47.808362,68,1.7999999999999998,True
R0352,AD_235,2008,Bud Light,25-34,Female,high_quality,5,5,4,2,3,112.57407528795909,Bud Light,"Really enjoyed this Bud Light ad. Creative and memorable, would definitely share with friends.",2025-11-12 16:58:47.808362,94,1.7000000000000002,True
R0352,AD_142,2005,Bud Light,35-44,Male,high_quality,5,5,2,3,4,90.82932113805568,Bud Light,Loved the creativity in this Bud Light spot. It stood out and made me smile.,2025-11-15 16:58:47.808362,76,1.7,True
R0353,AD_007,2020,Kia,45-54,Female,bot_like,3,3,3,3,3,37.70721408948653,N/A,........,2025-11-18 16:58:47.809371,8,0.0,False
R0353,AD_084,2009,Coca-Cola,45-54,Other,bot_like,3,3,3,3,3,54.31551287352882,N/A,Product positioning shows baseline competency.,2025-10-27 16:58:47.809371,46,0.0,False
R0353,AD_206,2009,Doritos,55+,Female,bot_like,3,3,3,3,3,38.97518938273441,N/A,This advertisement demonstrates acceptable marketing principles.,2025-11-15 16:58:47.809371,64,0.0,False
R0354,AD_013,2002,Budweiser,55+,Other,high_quality,2,5,4,3,3,129.9781529150572,Budweiser,This Budweiser ad was well done. It held my attention and I'd consider the product.,2025-10-30 16:58:47.809371,83,1.2999999999999998,True
R0354,AD_187,2019,Kia,35-44,Female,high_quality,2,4,4,3,4,141.24320269383585,Kia,Great execution by Kia. The ad was funny without being forced.,2025-11-18 16:58:47.810369,62,0.7999999999999999,True
R0354,AD_014,2020,NFL,18-24,Other,high_quality,4,2,4,4,4,168.20601022541837,NFL,The NFL commercial was entertaining and the brand message came through clearly.,2025-11-04 16:58:47.810369,79,0.8000000000000003,True
R0354,AD_209,2005,Pepsi,18-24,Male,high_quality,5,5,2,4,3,140.84108398949004,Pepsi,Great execution by Pepsi. The ad was funny without being forced.,2025-11-21 16:58:47.810369,64,1.7,True
R0355,AD_098,2019,Coca-Cola,18-24,Male,high_quality,3,5,4,3,4,102.85767671845394,Coca-Cola,"Really enjoyed this Coca-Cola ad. Creative and memorable, would definitely share with friends.",2025-11-15 16:58:47.810369,94,0.7000000000000001,True
R0355,AD_009,2020,Budweiser,55+,Female,high_quality,2,5,4,4,2,119.77619318154913,Budweiser,The Budweiser commercial was entertaining and the brand message came through clearly.,2025-11-03 16:58:47.810369,85,1.7999999999999998,True
R0355,AD_007,2020,Kia,45-54,Female,high_quality,2,3,3,4,2,82.79695914634685,Kia,Loved the creativity in this Kia spot. It stood out and made me smile.,2025-11-16 16:58:47.810369,70,0.7000000000000001,True
R0355,AD_204,2015,Pepsi,45-54,Male,high_quality,4,5,4,3,2,156.09421425386688,Pepsi,Loved the creativity in this Pepsi spot. It stood out and made me smile.,2025-11-12 16:58:47.810369,72,1.3,True
R0355,AD_172,2010,E-Trade,25-34,Female,high_quality,5,5,2,4,2,77.70373048575235,E-Trade,Loved the creativity in this E-Trade spot. It stood out and made me smile.,2025-11-08 16:58:47.811370,74,2.3000000000000003,True
R0356,AD_067,2014,Coca-Cola,45-54,Male,high_quality,5,3,3,3,2,134.5131097153916,Coca-Cola,"Really enjoyed this Coca-Cola ad. Creative and memorable, would definitely share with friends.",2025-11-20 16:58:47.811370,94,1.2,True
R0356,AD_239,2014,NFL,45-54,Female,high_quality,3,5,4,2,2,124.92117232615247,NFL,The NFL commercial was entertaining and the brand message came through clearly.,2025-11-24 16:58:47.811370,79,1.7,True
R0356,AD_019,2020,Doritos,18-24,Female,high_quality,5,5,4,4,3,131.44720135061314,Doritos,Great execution by Doritos. The ad was funny without being forced.,2025-11-10 16:58:47.811370,66,0.7,True
R0357,AD_178,2018,E-Trade,35-44,Male,high_quality,5,2,4,2,3,137.6787252606876,E-Trade,Loved the creativity in this E-Trade spot. It stood out and made me smile.,2025-10-27 16:58:47.812369,74,1.7,True
R0357,AD_086,2004,Toyota,25-34,Male,high_quality,5,5,3,3,3,140.30873878474324,Toyota,Great execution by Toyota. The ad was funny without being forced.,2025-11-09 16:58:47.812369,65,1.2,True
R0357,AD_095,2009,Bud Light,25-34,Other,high_quality,5,5,3,3,4,114.48002097764872,Bud Light,This Bud Light ad was well done. It held my attention and I'd consider the product.,2025-11-14 16:58:47.812369,83,1.0,True
R0358,AD_227,2002,Bud Light,55+,Male,straight_liner,1,1,1,1,1,61.827253278286534,Toyota,idk,2025-11-08 16:58:47.812369,3,0.0,False
R0358,AD_230,2013,Hyundai,35-44,Other,straight_liner,5,5,5,5,5,63.495371225018175,Toyota,whatever,2025-11-03 16:58:47.812369,8,0.0,False
R0358,AD_110,2002,Budweiser,18-24,Male,straight_liner,3,3,3,3,3,66.99379860978915,Budweiser,nothing special,2025-10-30 16:58:47.812369,15,0.0,True
R0359,AD_208,2014,Bud Light,45-54,Female,high_quality,4,5,4,2,3,86.79876668760988,Bud Light,The Bud Light commercial was entertaining and the brand message came through clearly.,2025-11-06 16:58:47.813370,85,1.3,True
R0359,AD_174,2001,Pepsi,55+,Male,high_quality,5,5,2,2,4,135.17141314546063,Pepsi,The Pepsi commercial was entertaining and the brand message came through clearly.,2025-11-13 16:58:47.813370,81,2.3000000000000003,True
R0359,AD_066,2002,Budweiser,25-34,Other,high_quality,5,5,3,2,3,137.4380332142658,Budweiser,The Budweiser commercial was entertaining and the brand message came through clearly.,2025-10-27 16:58:47.813370,85,1.8,True
R0359,AD_151,2010,Bud Light,55+,Male,high_quality,5,5,3,4,3,130.35881546044862,Bud Light,"Really enjoyed this Bud Light ad. Creative and memorable, would definitely share with friends.",2025-11-17 16:58:47.813370,94,1.0,True
R0360,AD_045,2000,E-Trade,18-24,Other,bot_like,3,3,3,3,3,48.05004480225769,N/A,........,2025-11-06 16:58:47.814370,8,0.0,False
R0360,AD_145,2008,Bud Light,45-54,Female,bot_like,3,3,3,3,3,59.97715606498673,N/A,xxxxxx,2025-11-15 16:58:47.814370,6,0.0,False
R0360,AD_177,2011,Pepsi,45-54,Other,bot_like,3,3,3,3,3,55.876460649216234,N/A,xxxxxx,2025-11-23 16:58:47.814370,6,0.0,False
R0360,AD_047,2000,Budweiser,45-54,Female,bot_like,3,3,3,3,3,58.232372613396734,N/A,xxxxxx,2025-11-21 16:58:47.814370,6,0.0,False
R0361,AD_185,2007,Bud Light,55+,Female,straight_liner,3,3,3,3,3,62.84675430416848,Pepsi,whatever,2025-11-05 16:58:47.814370,8,0.0,False
R0361,AD_161,2011,Hyundai,45-54,Other,straight_liner,3,3,3,3,3,65.65651968425851,Toyota,meh,2025-10-27 16:58:47.814370,3,0.0,False
R0361,AD_210,2005,Bud Light,18-24,Male,straight_liner,1,1,1,1,1,72.75406790656211,Budweiser,idk,2025-11-26 16:58:47.814370,3,0.0,False
R0361,AD_104,2008,Hyundai,45-54,Male,straight_liner,3,3,3,3,3,63.48781114797966,Toyota,whatever,2025-11-07 16:58:47.814370,8,0.0,False
R0361,AD_032,2010,Bud Light,18-24,Other,straight_liner,3,3,3,3,3,72.81686727957437,Toyota,meh,2025-11-01 16:58:47.814370,3,0.0,False
R0362,AD_142,2005,Bud Light,45-54,Male,high_quality,5,5,2,3,4,131.97652413762827,Bud Light,Great execution by Bud Light. The ad was funny without being forced.,2025-11-23 16:58:47.815876,68,1.7,True
R0362,AD_206,2009,Doritos,45-54,Male,high_quality,5,5,3,3,3,125.16019387508163,Doritos,Great execution by Doritos. The ad was funny without being forced.,2025-11-26 16:58:47.815876,66,1.2,True
R0362,AD_156,2018,Bud Light,25-34,Other,high_quality,5,5,3,3,4,139.84580305057395,Bud Light,Loved the creativity in this Bud Light spot. It stood out and made me smile.,2025-11-17 16:58:47.815876,76,1.0,True
R0363,AD_076,2001,Pepsi,18-24,Female,high_quality,5,2,2,2,2,114.22866023955436,Pepsi,Loved the creativity in this Pepsi spot. It stood out and made me smile.,2025-10-31 16:58:47.816883,72,1.8000000000000003,True
R0363,AD_185,2007,Bud Light,55+,Female,high_quality,5,5,3,4,2,143.52916298704844,Bud Light,This Bud Light ad was well done. It held my attention and I'd consider the product.,2025-11-13 16:58:47.816883,83,1.7000000000000002,True
R0363,AD_020,2007,Bud Light,45-54,Male,high_quality,5,5,4,4,3,82.6475699713785,Bud Light,"Really enjoyed this Bud Light ad. Creative and memorable, would definitely share with friends.",2025-11-01 16:58:47.816883,94,0.7,True
R0363,AD_189,2010,E-Trade,45-54,Male,high_quality,5,4,3,4,2,161.8290866452376,E-Trade,Great execution by E-Trade. The ad was funny without being forced.,2025-10-29 16:58:47.816883,66,1.3,True
R0364,AD_067,2014,Coca-Cola,45-54,Male,high_quality,5,2,4,2,4,117.9941357914379,Coca-Cola,"Really enjoyed this Coca-Cola ad. Creative and memorable, would definitely share with friends.",2025-11-06 16:58:47.816883,94,1.7999999999999998,True
R0364,AD_015,2017,NFL,45-54,Other,high_quality,3,5,4,2,3,130.2135948285886,NFL,The NFL commercial was entertaining and the brand message came through clearly.,2025-11-24 16:58:47.816883,79,1.2999999999999998,True
R0364,AD_097,2003,Bud Light,45-54,Male,high_quality,5,5,4,4,2,115.39708322777538,Bud Light,"Really enjoyed this Bud Light ad. Creative and memorable, would definitely share with friends.",2025-11-07 16:58:47.816883,94,1.5,True
R0364,AD_158,2010,Kia,18-24,Other,high_quality,5,5,3,2,4,162.61861708439406,Kia,The Kia commercial was entertaining and the brand message came through clearly.,2025-11-12 16:58:47.816883,79,1.7,True
R0365,AD_041,2018,Pepsi,35-44,Male,high_quality,2,5,4,4,4,155.08907518145054,Pepsi,The Pepsi commercial was entertaining and the brand message came through clearly.,2025-11-17 16:58:47.817886,81,1.2000000000000002,True
R0365,AD_235,2008,Bud Light,25-34,Other,high_quality,5,5,3,3,4,102.61323905764948,Bud Light,"Really enjoyed this Bud Light ad. Creative and memorable, would definitely share with friends.",2025-11-18 16:58:47.817886,94,1.0,True
R0365,AD_089,2012,Bud Light,25-34,Other,high_quality,5,5,2,4,4,105.96496923223394,Bud Light,"Really enjoyed this Bud Light ad. Creative and memorable, would definitely share with friends.",2025-11-23 16:58:47.817886,94,1.5,True
R0365,AD_169,2011,Hyundai,55+,Male,high_quality,2,2,3,3,2,125.5187844273882,Hyundai,"Really enjoyed this Hyundai ad. Creative and memorable, would definitely share with friends.",2025-11-24 16:58:47.817886,92,0.30000000000000004,True
R0365,AD_156,2018,Bud Light,35-44,Male,high_quality,5,5,3,2,3,108.93898130387922,Bud Light,"Really enjoyed this Bud Light ad. Creative and memorable, would definitely share with friends.",2025-11-13 16:58:47.817886,94,1.8,True
R0366,AD_068,2004,Budweiser,18-24,Male,speeder,4,4,3,4,2,35.757311308875,Toyota,didnt watch closely,2025-11-26 16:58:47.817886,19,0.8,False
R0366,AD_081,2016,Kia,55+,Other,speeder,5,1,1,3,3,43.265487069012124,Nike,skipped,2025-11-07 16:58:47.817886,7,2.8000000000000003,False
R0366,AD_049,2013,Budweiser,25-34,Other,speeder,3,1,2,5,1,36.8366898901035,Apple,dont remember,2025-11-10 16:58:47.818883,13,2.8,False
R0367,AD_022,2019,Hyundai,25-34,Female,straight_liner,1,1,1,1,1,67.82882924802885,Budweiser,good,2025-11-16 16:58:47.818883,4,0.0,False
R0367,AD_111,2006,Budweiser,18-24,Other,straight_liner,5,5,5,5,5,49.1569506123128,Budweiser,fine,2025-11-18 16:58:47.818883,4,0.0,True
